Sample_ID,Word,Language_Indo,Meaning_in_Indonesia,Sentence_in_Indo,Sentence_Clean_Indo,English_Translation_Indo,Category,Language_Malay,Meaning_in_Malay,Sentence_in_Malay,Sentence_Clean_Malay,English_Translation_Malay,False_Friend_Type,Review_Status
FF0317,pohon,Indonesian / Bahasa Indonesia,tree,Di halaman ada pohon mangga tua.,di halaman ada pohon mangga tua,There is an old mango tree in the yard.,Law & Public Administration,Malay / Bahasa Malaysia,plea/request (formal),Peguam memfailkan pohon semakan kehakiman.,peguam memfailkan pohon semakan kehakiman,The lawyer filed a judicial review plea,same_form_different_meaning,OK
FF0318,pokok,Indonesian / Bahasa Indonesia,main/essential; key point,Pokok persoalan harus dijelaskan dulu.,pokok persoalan harus dijelaskan dulu,The main issue must be clarified first.,General/Operations,Malay / Bahasa Malaysia,tree,Pokok kelapa itu ditebang kerana bahaya.,pokok kelapa itu ditebang kerana bahaya,The coconut tree was cut down due to danger,same_form_different_meaning,OK
FF0319,polis tidur,Indonesian / Bahasa Indonesia,speed bump,Mobil itu melambat saat melewati polisi tidur.,mobil itu melambat saat melewati polisi tidur,The car slowed down when passing over the speed bump.,Transport & Road Safety,Malay / Bahasa Malaysia,sleeping police / sleeping policeman,Kanak-kanak itu bergurau tentang polis tidur di balai polis.,kanak-kanak itu bergurau tentang polis tidur di balai polis,The child joked about a sleeping policeman at the police station.,similar_form_different_meaning,OK
FF0320,polisi,Indonesian / Bahasa Indonesia,police,Polisi menangkap suspek.,polisi menangkap suspek,The police arrested the suspect.,Law & Public Administration,Malay / Bahasa Malaysia,policy,Polisi kerajaan tentang data terbuka diumumkan.,polisi kerajaan tentang data terbuka diumumkan,The government policy on open data was announced,same_form_different_meaning,OK
FF0321,pondok,Indonesian / Bahasa Indonesia,cottage/bungalow; Islamic boarding school,Santri tinggal di pondok pesantren.,santri tinggal di pondok pesantren,Students live in an Islamic boarding school.,Property & Infrastructure,Malay / Bahasa Malaysia,hut/shed; booth/kiosk,Mereka berniaga di pondok kecil tepi jalan.,mereka berniaga di pondok kecil tepi jalan,They sell in a small kiosk by the road,same_form_different_meaning,OK
FF0322,praktik,Indonesian / Bahasa Indonesia,practice (habit/training),Ujian itu lebih praktik daripada teori.,ujian itu lebih praktik daripada teori,The test is more practical than theoretical.,Education & Research,Malay / Bahasa Malaysia,practical (adj),Kuliah ini ada sesi praktik makmal.,kuliah ini ada sesi praktik makmal,This course has lab practice sessions,same_form_different_meaning,OK
FF0323,premium,Indonesian / Bahasa Indonesia,petrol/gasoline,Dia bayar premium insurans bulanan.,dia bayar premium insurans bulanan,He paid the monthly insurance premium.,Economy & Finance,Malay / Bahasa Malaysia,premium (insurance); prize,Barang itu sangat premium.,barang itu sangat premium,The item is very premium.,same_form_different_meaning,OK
FF0324,prosiding,Indonesian / Bahasa Indonesia,conference proceedings (published papers),Prosiding seminar sudah diterbitkan.,prosiding seminar sudah diterbitkan,The conference proceedings were published.,Law & Public Administration,Malay / Bahasa Malaysia,legal proceeding/action,Prosiding mahkamah ditangguh.,prosiding mahkamah ditangguh,The court proceedings were adjourned,same_form_different_meaning,OK
FF0497,punggung,Indonesian / Bahasa Indonesia,back/shoulders,Dia menggendong tas berat di punggungnya.,dia menggendong tas berat di punggungnya,He is carrying a heavy bag on his back.,General,Malay / Bahasa Malaysia,buttocks/butt/bottom,"Kerusi itu keras sangat, sakit punggung saya duduk lama-lama.","kerusi itu keras sangat, sakit punggung saya duduk lama-lama","The chair is too hard, my buttocks/butt hurt from sitting for too long.",same_form_different_meaning,OK
FF0325,pupuk,Indonesian / Bahasa Indonesia,fertilizer,Sekolah memupuk budaya inovasi.,sekolah memupuk budaya inovasi,The school nurtures a culture of innovation.,Agriculture & Environment,Malay / Bahasa Malaysia,to nurture/develop,Petani guna pupuk organik.,petani guna pupuk organik,Farmers use organic fertilizer,same_form_different_meaning,OK
FF0326,pupuk cecair,Indonesian / Bahasa Indonesia,cecair fertilizer,Program itu memupuk cecair dalam komuniti.,program itu memupuk cecair dalam komuniti,The program nurtures cecair in the community.,Agriculture & Environment,Malay / Bahasa Malaysia,to nurture cecair (skills/culture),Petani memilih pupuk cecair untuk hasil tinggi.,petani memilih pupuk cecair untuk hasil tinggi,Farmers choose cecair fertilizer for high yield,same_form_different_meaning,OK
FF0327,pupuk daun,Indonesian / Bahasa Indonesia,daun fertilizer,Program itu memupuk daun dalam komuniti.,program itu memupuk daun dalam komuniti,The program nurtures daun in the community.,Agriculture & Environment,Malay / Bahasa Malaysia,to nurture daun (skills/culture),Petani memilih pupuk daun untuk hasil tinggi.,petani memilih pupuk daun untuk hasil tinggi,Farmers choose daun fertilizer for high yield,same_form_different_meaning,OK
FF0328,pupuk fosfat,Indonesian / Bahasa Indonesia,fosfat fertilizer,Program itu memupuk fosfat dalam komuniti.,program itu memupuk fosfat dalam komuniti,The program nurtures fosfat in the community.,Agriculture & Environment,Malay / Bahasa Malaysia,to nurture fosfat (skills/culture),Petani memilih pupuk fosfat untuk hasil tinggi.,petani memilih pupuk fosfat untuk hasil tinggi,Farmers choose fosfat fertilizer for high yield,same_form_different_meaning,OK
FF0329,pupuk kalium,Indonesian / Bahasa Indonesia,kalium fertilizer,Program itu memupuk kalium dalam komuniti.,program itu memupuk kalium dalam komuniti,The program nurtures kalium in the community.,Agriculture & Environment,Malay / Bahasa Malaysia,to nurture kalium (skills/culture),Petani memilih pupuk kalium untuk hasil tinggi.,petani memilih pupuk kalium untuk hasil tinggi,Farmers choose kalium fertilizer for high yield,same_form_different_meaning,OK
FF0330,pupuk kimia,Indonesian / Bahasa Indonesia,kimia fertilizer,Program itu memupuk kimia dalam komuniti.,program itu memupuk kimia dalam komuniti,The program nurtures kimia in the community.,Agriculture & Environment,Malay / Bahasa Malaysia,to nurture kimia (skills/culture),Petani memilih pupuk kimia untuk hasil tinggi.,petani memilih pupuk kimia untuk hasil tinggi,Farmers choose kimia fertilizer for high yield,same_form_different_meaning,OK
FF0331,pupuk kompos,Indonesian / Bahasa Indonesia,kompos fertilizer,Program itu memupuk kompos dalam komuniti.,program itu memupuk kompos dalam komuniti,The program nurtures kompos in the community.,Agriculture & Environment,Malay / Bahasa Malaysia,to nurture kompos (skills/culture),Petani memilih pupuk kompos untuk hasil tinggi.,petani memilih pupuk kompos untuk hasil tinggi,Farmers choose kompos fertilizer for high yield,same_form_different_meaning,OK
FF0332,pupuk nitrogen,Indonesian / Bahasa Indonesia,nitrogen fertilizer,Program itu memupuk nitrogen dalam komuniti.,program itu memupuk nitrogen dalam komuniti,The program nurtures nitrogen in the community.,Agriculture & Environment,Malay / Bahasa Malaysia,to nurture nitrogen (skills/culture),Petani memilih pupuk nitrogen untuk hasil tinggi.,petani memilih pupuk nitrogen untuk hasil tinggi,Farmers choose nitrogen fertilizer for high yield,same_form_different_meaning,OK
FF0333,pupuk organik,Indonesian / Bahasa Indonesia,organik fertilizer,Program itu memupuk organik dalam komuniti.,program itu memupuk organik dalam komuniti,The program nurtures organik in the community.,Agriculture & Environment,Malay / Bahasa Malaysia,to nurture organik (skills/culture),Petani memilih pupuk organik untuk hasil tinggi.,petani memilih pupuk organik untuk hasil tinggi,Farmers choose organik fertilizer for high yield,same_form_different_meaning,OK
FF0334,pusing,Indonesian / Bahasa Indonesia,dizzy/headachy,Motor itu pusing pada 3000 rpm.,motor itu pusing pada 3000 rpm,The motor spins at 3000 rpm.,Medicine & Healthcare,Malay / Bahasa Malaysia,to turn/spin,Saya pusing selepas ubat itu.,saya pusing selepas ubat itu,I felt dizzy after that medicine,same_form_different_meaning,OK
FF0335,ralat,Indonesian / Bahasa Indonesia,correction/errata,Penerbit keluarkan ralat pada edisi baru.,penerbit keluarkan ralat pada edisi baru,The publisher issued errata in the new edition.,Information Technology,Malay / Bahasa Malaysia,error/mistake,Sistem gagal kerana ralat konfigurasi.,sistem gagal kerana ralat konfigurasi,The system failed due to a configuration error,same_form_different_meaning,OK
FF0336,ralat cetakan,Indonesian / Bahasa Indonesia,cetakan correction/errata,Ralat cetakan diterbitkan sebagai pembetulan.,ralat cetakan diterbitkan sebagai pembetulan,The cetakan erratum was published as a correction.,Information Technology,Malay / Bahasa Malaysia,cetakan error,Ralat cetakan dikesan melalui log.,ralat cetakan dikesan melalui log,The cetakan error was detected via logs,same_form_different_meaning,OK
FF0337,ralat data,Indonesian / Bahasa Indonesia,data correction/errata,Ralat data diterbitkan sebagai pembetulan.,ralat data diterbitkan sebagai pembetulan,The data erratum was published as a correction.,Information Technology,Malay / Bahasa Malaysia,data error,Ralat data dikesan melalui log.,ralat data dikesan melalui log,The data error was detected via logs,same_form_different_meaning,OK
FF0338,ralat ejaan,Indonesian / Bahasa Indonesia,ejaan correction/errata,Ralat ejaan diterbitkan sebagai pembetulan.,ralat ejaan diterbitkan sebagai pembetulan,The ejaan erratum was published as a correction.,Information Technology,Malay / Bahasa Malaysia,ejaan error,Ralat ejaan dikesan melalui log.,ralat ejaan dikesan melalui log,The ejaan error was detected via logs,same_form_different_meaning,OK
FF0339,ralat kalibrasi,Indonesian / Bahasa Indonesia,kalibrasi correction/errata,Ralat kalibrasi diterbitkan sebagai pembetulan.,ralat kalibrasi diterbitkan sebagai pembetulan,The kalibrasi erratum was published as a correction.,Information Technology,Malay / Bahasa Malaysia,kalibrasi error,Ralat kalibrasi dikesan melalui log.,ralat kalibrasi dikesan melalui log,The kalibrasi error was detected via logs,same_form_different_meaning,OK
FF0340,ralat kompilasi,Indonesian / Bahasa Indonesia,kompilasi correction/errata,Ralat kompilasi diterbitkan sebagai pembetulan.,ralat kompilasi diterbitkan sebagai pembetulan,The kompilasi erratum was published as a correction.,Information Technology,Malay / Bahasa Malaysia,kompilasi error,Ralat kompilasi dikesan melalui log.,ralat kompilasi dikesan melalui log,The kompilasi error was detected via logs,same_form_different_meaning,OK
FF0341,ralat konfigurasi,Indonesian / Bahasa Indonesia,konfigurasi correction/errata,Ralat konfigurasi diterbitkan sebagai pembetulan.,ralat konfigurasi diterbitkan sebagai pembetulan,The konfigurasi erratum was published as a correction.,Information Technology,Malay / Bahasa Malaysia,konfigurasi error,Ralat konfigurasi dikesan melalui log.,ralat konfigurasi dikesan melalui log,The konfigurasi error was detected via logs,same_form_different_meaning,OK
FF0342,ralat logik,Indonesian / Bahasa Indonesia,logik correction/errata,Ralat logik diterbitkan sebagai pembetulan.,ralat logik diterbitkan sebagai pembetulan,The logik erratum was published as a correction.,Information Technology,Malay / Bahasa Malaysia,logik error,Ralat logik dikesan melalui log.,ralat logik dikesan melalui log,The logik error was detected via logs,same_form_different_meaning,OK
FF0343,ralat pengukuran,Indonesian / Bahasa Indonesia,pengukuran correction/errata,Ralat pengukuran diterbitkan sebagai pembetulan.,ralat pengukuran diterbitkan sebagai pembetulan,The pengukuran erratum was published as a correction.,Information Technology,Malay / Bahasa Malaysia,pengukuran error,Ralat pengukuran dikesan melalui log.,ralat pengukuran dikesan melalui log,The pengukuran error was detected via logs,same_form_different_meaning,OK
FF0344,ralat perisian,Indonesian / Bahasa Indonesia,perisian correction/errata,Ralat perisian diterbitkan sebagai pembetulan.,ralat perisian diterbitkan sebagai pembetulan,The perisian erratum was published as a correction.,Information Technology,Malay / Bahasa Malaysia,perisian error,Ralat perisian dikesan melalui log.,ralat perisian dikesan melalui log,The perisian error was detected via logs,same_form_different_meaning,OK
FF0345,ralat rangkaian,Indonesian / Bahasa Indonesia,rangkaian correction/errata,Ralat rangkaian diterbitkan sebagai pembetulan.,ralat rangkaian diterbitkan sebagai pembetulan,The rangkaian erratum was published as a correction.,Information Technology,Malay / Bahasa Malaysia,rangkaian error,Ralat rangkaian dikesan melalui log.,ralat rangkaian dikesan melalui log,The rangkaian error was detected via logs,same_form_different_meaning,OK
FF0346,ralat sensor,Indonesian / Bahasa Indonesia,sensor correction/errata,Ralat sensor diterbitkan sebagai pembetulan.,ralat sensor diterbitkan sebagai pembetulan,The sensor erratum was published as a correction.,Information Technology,Malay / Bahasa Malaysia,sensor error,Ralat sensor dikesan melalui log.,ralat sensor dikesan melalui log,The sensor error was detected via logs,same_form_different_meaning,OK
FF0347,ralat sistem,Indonesian / Bahasa Indonesia,sistem correction/errata,Ralat sistem diterbitkan sebagai pembetulan.,ralat sistem diterbitkan sebagai pembetulan,The sistem erratum was published as a correction.,Information Technology,Malay / Bahasa Malaysia,sistem error,Ralat sistem dikesan melalui log.,ralat sistem dikesan melalui log,The sistem error was detected via logs,same_form_different_meaning,OK
FF0348,rangkaian,Indonesian / Bahasa Indonesia,series/string; circuit (electronics),Rangkaian listrik itu putus.,rangkaian listrik itu putus,The electrical circuit was cut.,Information Technology,Malay / Bahasa Malaysia,network,Rangkaian komputer kampus dinaik taraf.,rangkaian komputer kampus dinaik taraf,The campus computer network was upgraded,same_form_different_meaning,OK
FF0349,rangkaian bekalan,Indonesian / Bahasa Indonesia,bekalan series/string/circuit,Rangkaian bekalan itu disusun secara berperingkat.,rangkaian bekalan itu disusun secara berperingkat,The bekalan circuit/series was arranged in stages.,Information Technology,Malay / Bahasa Malaysia,bekalan network,Rangkaian bekalan perlu dipantau 24 jam.,rangkaian bekalan perlu dipantau 24 jam,The bekalan network must be monitored 24/7,same_form_different_meaning,OK
FF0350,rangkaian blok rantai,Indonesian / Bahasa Indonesia,blok rantai series/string/circuit,Rangkaian blok rantai itu disusun secara berperingkat.,rangkaian blok rantai itu disusun secara berperingkat,The blok rantai circuit/series was arranged in stages.,Information Technology,Malay / Bahasa Malaysia,blok rantai network,Rangkaian blok rantai perlu dipantau 24 jam.,rangkaian blok rantai perlu dipantau 24 jam,The blok rantai network must be monitored 24/7,same_form_different_meaning,OK
FF0351,rangkaian data,Indonesian / Bahasa Indonesia,data series/string/circuit,Rangkaian data itu disusun secara berperingkat.,rangkaian data itu disusun secara berperingkat,The data circuit/series was arranged in stages.,Information Technology,Malay / Bahasa Malaysia,data network,Rangkaian data perlu dipantau 24 jam.,rangkaian data perlu dipantau 24 jam,The data network must be monitored 24/7,same_form_different_meaning,OK
